Mar. 17, 2017   14:46:59
Chronopotentiometry
File: e:\Data Source:  Experiment
Instrument Model:  CHI660E
Header: 
Note: 

Cathodic Current (A) = 0.024
Anodic Current (A) = 0.024
Init P/N = N
Data Storage Interval (s) = 0.1
High E Limit (V) = 0.4
High E Hold Time (s) = 3
Low E Limit (V) = 0
Low E Hold Time (s) = 3
Cathodic Time (s) = 1000
Anodic Time (s) = 1000
Current Switching Polarity = Potential
Segment = 1000

Time/sec, Potential/V
1.545e+3, 8.728e-2
1.545e+3, 8.113e-2
1.545e+3, 7.368e-2
1.545e+3, 6.563e-2
1.545e+3, 5.757e-2
1.545e+3, 4.979e-2
1.545e+3, 4.239e-2
1.545e+3, 3.547e-2
1.546e+3, 2.894e-2
1.546e+3, 2.283e-2
1.546e+3, 1.709e-2
1.546e+3, 1.166e-2
1.546e+3, 6.485e-3
1.546e+3, 1.554e-3
1.546e+3, 2.012e-1
1.546e+3, 2.025e-1
1.546e+3, 2.027e-1
1.546e+3, 2.032e-1
1.547e+3, 2.037e-1
1.547e+3, 2.042e-1
1.547e+3, 2.047e-1
1.547e+3, 2.052e-1
1.547e+3, 2.057e-1
1.547e+3, 2.062e-1
1.547e+3, 2.067e-1
1.547e+3, 2.072e-1
1.547e+3, 2.077e-1
1.547e+3, 2.083e-1
1.548e+3, 2.088e-1
1.548e+3, 2.093e-1
1.548e+3, 2.099e-1
1.548e+3, 2.105e-1
1.548e+3, 2.111e-1
1.548e+3, 2.117e-1
1.548e+3, 2.123e-1
1.548e+3, 2.128e-1
1.548e+3, 2.135e-1
1.548e+3, 2.141e-1
1.549e+3, 2.147e-1
1.549e+3, 2.153e-1
1.549e+3, 2.160e-1
1.549e+3, 2.166e-1
1.549e+3, 2.172e-1
1.549e+3, 2.178e-1
1.549e+3, 2.185e-1
1.549e+3, 2.191e-1
1.549e+3, 2.198e-1
1.549e+3, 2.205e-1
1.550e+3, 2.211e-1
1.550e+3, 2.218e-1
1.550e+3, 2.225e-1
1.550e+3, 2.232e-1
1.550e+3, 2.238e-1
1.550e+3, 2.245e-1
1.550e+3, 2.252e-1
1.550e+3, 2.259e-1
1.550e+3, 2.266e-1
1.550e+3, 2.273e-1
1.551e+3, 2.280e-1
1.551e+3, 2.287e-1
1.551e+3, 2.294e-1
1.551e+3, 2.302e-1
1.551e+3, 2.309e-1
1.551e+3, 2.316e-1
1.551e+3, 2.324e-1
1.551e+3, 2.331e-1
1.551e+3, 2.339e-1
1.551e+3, 2.346e-1
1.552e+3, 2.354e-1
1.552e+3, 2.361e-1
1.552e+3, 2.370e-1
1.552e+3, 2.378e-1
1.552e+3, 2.386e-1
1.552e+3, 2.394e-1
1.552e+3, 2.402e-1
1.552e+3, 2.410e-1
1.552e+3, 2.418e-1
1.552e+3, 2.426e-1
1.553e+3, 2.434e-1
1.553e+3, 2.443e-1
1.553e+3, 2.451e-1
1.553e+3, 2.460e-1
1.553e+3, 2.469e-1
1.553e+3, 2.478e-1
1.553e+3, 2.487e-1
1.553e+3, 2.497e-1
1.553e+3, 2.506e-1
1.553e+3, 2.516e-1
1.554e+3, 2.527e-1
1.554e+3, 2.537e-1
1.554e+3, 2.548e-1
1.554e+3, 2.559e-1
1.554e+3, 2.570e-1
1.554e+3, 2.582e-1
1.554e+3, 2.596e-1
1.554e+3, 2.609e-1
1.554e+3, 2.623e-1
1.554e+3, 2.638e-1
1.555e+3, 2.654e-1
1.555e+3, 2.670e-1
1.555e+3, 2.688e-1
1.555e+3, 2.707e-1
1.555e+3, 2.728e-1
1.555e+3, 2.749e-1
1.555e+3, 2.771e-1
1.555e+3, 2.796e-1
1.555e+3, 2.823e-1
1.555e+3, 2.853e-1
1.556e+3, 2.883e-1
1.556e+3, 2.917e-1
1.556e+3, 2.951e-1
1.556e+3, 2.987e-1
1.556e+3, 3.025e-1
1.556e+3, 3.064e-1
1.556e+3, 3.104e-1
1.556e+3, 3.145e-1
1.556e+3, 3.187e-1
1.556e+3, 3.229e-1
1.557e+3, 3.273e-1
1.557e+3, 3.317e-1
1.557e+3, 3.362e-1
1.557e+3, 3.410e-1
1.557e+3, 3.460e-1
1.557e+3, 3.512e-1
1.557e+3, 3.567e-1
1.557e+3, 3.625e-1
1.557e+3, 3.685e-1
1.557e+3, 3.747e-1
1.558e+3, 3.810e-1
1.558e+3, 3.874e-1
1.558e+3, 3.938e-1
1.558e+3, 3.683e-1
1.558e+3, 3.521e-1
1.558e+3, 3.394e-1
1.558e+3, 3.283e-1
1.558e+3, 3.186e-1
1.558e+3, 3.099e-1
1.558e+3, 3.022e-1
1.559e+3, 2.953e-1
1.559e+3, 2.890e-1
1.559e+3, 2.831e-1
1.559e+3, 2.775e-1
1.559e+3, 2.723e-1
1.559e+3, 2.671e-1
1.559e+3, 2.620e-1
1.559e+3, 2.568e-1
1.559e+3, 2.517e-1
1.559e+3, 2.465e-1
1.560e+3, 2.413e-1
1.560e+3, 2.359e-1
1.560e+3, 2.305e-1
1.560e+3, 2.251e-1
1.560e+3, 2.197e-1
1.560e+3, 2.144e-1
1.560e+3, 2.091e-1
1.560e+3, 2.039e-1
1.560e+3, 1.988e-1
1.560e+3, 1.939e-1
1.561e+3, 1.892e-1
1.561e+3, 1.846e-1
1.561e+3, 1.802e-1
1.561e+3, 1.761e-1
1.561e+3, 1.721e-1
1.561e+3, 1.684e-1
1.561e+3, 1.649e-1
1.561e+3, 1.617e-1
1.561e+3, 1.587e-1
1.561e+3, 1.559e-1
1.562e+3, 1.533e-1
1.562e+3, 1.510e-1
1.562e+3, 1.488e-1
1.562e+3, 1.468e-1
1.562e+3, 1.449e-1
1.562e+3, 1.431e-1
1.562e+3, 1.414e-1
1.562e+3, 1.398e-1
1.562e+3, 1.383e-1
1.562e+3, 1.369e-1
1.563e+3, 1.355e-1
1.563e+3, 1.341e-1
1.563e+3, 1.328e-1
1.563e+3, 1.316e-1
1.563e+3, 1.304e-1
1.563e+3, 1.294e-1
1.563e+3, 1.283e-1
1.563e+3, 1.274e-1
1.563e+3, 1.265e-1
1.563e+3, 1.257e-1
1.564e+3, 1.249e-1
1.564e+3, 1.241e-1
1.564e+3, 1.234e-1
1.564e+3, 1.227e-1
1.564e+3, 1.220e-1
1.564e+3, 1.213e-1
1.564e+3, 1.206e-1
1.564e+3, 1.200e-1
1.564e+3, 1.193e-1
1.564e+3, 1.185e-1
1.565e+3, 1.179e-1
1.565e+3, 1.172e-1
1.565e+3, 1.164e-1
1.565e+3, 1.156e-1
1.565e+3, 1.148e-1
1.565e+3, 1.139e-1
1.565e+3, 1.130e-1
1.565e+3, 1.120e-1
1.565e+3, 1.110e-1
1.565e+3, 1.099e-1
1.566e+3, 1.087e-1
1.566e+3, 1.074e-1
1.566e+3, 1.060e-1
1.566e+3, 1.045e-1
1.566e+3, 1.027e-1
1.566e+3, 1.006e-1
1.566e+3, 9.818e-2
1.566e+3, 9.517e-2
1.566e+3, 9.132e-2
1.566e+3, 8.630e-2
1.567e+3, 7.986e-2
1.567e+3, 7.223e-2
1.567e+3, 6.411e-2
1.567e+3, 5.607e-2
1.567e+3, 4.832e-2
1.567e+3, 4.100e-2
1.567e+3, 3.415e-2
1.567e+3, 2.770e-2
1.567e+3, 2.164e-2
1.567e+3, 1.594e-2
1.568e+3, 1.055e-2
1.568e+3, 5.438e-3
1.568e+3, 5.283e-4
1.568e+3, 2.012e-1
1.568e+3, 2.026e-1
1.568e+3, 2.028e-1
1.568e+3, 2.032e-1
1.568e+3, 2.037e-1
1.568e+3, 2.042e-1
1.568e+3, 2.047e-1
1.569e+3, 2.052e-1
1.569e+3, 2.057e-1
1.569e+3, 2.062e-1
1.569e+3, 2.067e-1
1.569e+3, 2.072e-1
1.569e+3, 2.078e-1
1.569e+3, 2.083e-1
1.569e+3, 2.088e-1
1.569e+3, 2.094e-1
1.569e+3, 2.099e-1
1.570e+3, 2.105e-1
1.570e+3, 2.111e-1
1.570e+3, 2.117e-1
1.570e+3, 2.123e-1
1.570e+3, 2.129e-1
1.570e+3, 2.135e-1
1.570e+3, 2.141e-1
1.570e+3, 2.147e-1
1.570e+3, 2.153e-1
1.570e+3, 2.160e-1
1.571e+3, 2.166e-1
1.571e+3, 2.172e-1
1.571e+3, 2.179e-1
1.571e+3, 2.185e-1
1.571e+3, 2.191e-1
1.571e+3, 2.198e-1
1.571e+3, 2.205e-1
1.571e+3, 2.211e-1
1.571e+3, 2.218e-1
1.571e+3, 2.225e-1
1.572e+3, 2.232e-1
1.572e+3, 2.238e-1
1.572e+3, 2.245e-1
1.572e+3, 2.252e-1
1.572e+3, 2.259e-1
1.572e+3, 2.266e-1
1.572e+3, 2.273e-1
1.572e+3, 2.280e-1
1.572e+3, 2.287e-1
1.572e+3, 2.294e-1
1.573e+3, 2.301e-1
1.573e+3, 2.309e-1
1.573e+3, 2.316e-1
1.573e+3, 2.324e-1
1.573e+3, 2.331e-1
1.573e+3, 2.338e-1
1.573e+3, 2.346e-1
1.573e+3, 2.354e-1
1.573e+3, 2.361e-1
1.573e+3, 2.369e-1
1.574e+3, 2.377e-1
1.574e+3, 2.385e-1
1.574e+3, 2.393e-1
1.574e+3, 2.401e-1
1.574e+3, 2.409e-1
1.574e+3, 2.417e-1
1.574e+3, 2.426e-1
1.574e+3, 2.434e-1
1.574e+3, 2.442e-1
1.574e+3, 2.451e-1
1.575e+3, 2.460e-1
1.575e+3, 2.469e-1
1.575e+3, 2.478e-1
1.575e+3, 2.487e-1
1.575e+3, 2.496e-1
1.575e+3, 2.506e-1
1.575e+3, 2.516e-1
1.575e+3, 2.526e-1
1.575e+3, 2.536e-1
1.575e+3, 2.547e-1
1.576e+3, 2.558e-1
1.576e+3, 2.570e-1
1.576e+3, 2.582e-1
1.576e+3, 2.595e-1
1.576e+3, 2.608e-1
1.576e+3, 2.622e-1
1.576e+3, 2.637e-1
1.576e+3, 2.653e-1
1.576e+3, 2.669e-1
1.576e+3, 2.687e-1
1.577e+3, 2.706e-1
1.577e+3, 2.726e-1
1.577e+3, 2.747e-1
1.577e+3, 2.769e-1
1.577e+3, 2.794e-1
1.577e+3, 2.822e-1
1.577e+3, 2.851e-1
1.577e+3, 2.881e-1
1.577e+3, 2.915e-1
1.577e+3, 2.949e-1
1.578e+3, 2.985e-1
1.578e+3, 3.023e-1
1.578e+3, 3.062e-1
1.578e+3, 3.101e-1
1.578e+3, 3.142e-1
1.578e+3, 3.184e-1
1.578e+3, 3.227e-1
1.578e+3, 3.270e-1
1.578e+3, 3.314e-1
1.578e+3, 3.359e-1
1.579e+3, 3.407e-1
1.579e+3, 3.457e-1
1.579e+3, 3.509e-1
1.579e+3, 3.564e-1
1.579e+3, 3.621e-1
1.579e+3, 3.681e-1
1.579e+3, 3.743e-1
1.579e+3, 3.806e-1
1.579e+3, 3.870e-1
1.579e+3, 3.934e-1
1.580e+3, 3.998e-1
1.580e+3, 3.683e-1
1.580e+3, 3.521e-1
1.580e+3, 3.394e-1
1.580e+3, 3.283e-1
1.580e+3, 3.186e-1
1.580e+3, 3.099e-1
1.580e+3, 3.022e-1
1.580e+3, 2.953e-1
1.580e+3, 2.890e-1
1.581e+3, 2.831e-1
1.581e+3, 2.775e-1
1.581e+3, 2.723e-1
1.581e+3, 2.671e-1
1.581e+3, 2.620e-1
1.581e+3, 2.568e-1
1.581e+3, 2.517e-1
1.581e+3, 2.465e-1
1.581e+3, 2.413e-1
1.581e+3, 2.359e-1
1.582e+3, 2.305e-1
1.582e+3, 2.251e-1
1.582e+3, 2.197e-1
1.582e+3, 2.144e-1
1.582e+3, 2.091e-1
1.582e+3, 2.039e-1
1.582e+3, 1.989e-1
1.582e+3, 1.940e-1
1.582e+3, 1.892e-1
1.582e+3, 1.846e-1
1.583e+3, 1.802e-1
1.583e+3, 1.761e-1
1.583e+3, 1.721e-1
1.583e+3, 1.684e-1
1.583e+3, 1.649e-1
1.583e+3, 1.617e-1
1.583e+3, 1.587e-1
1.583e+3, 1.559e-1
1.583e+3, 1.533e-1
1.583e+3, 1.510e-1
1.584e+3, 1.488e-1
1.584e+3, 1.468e-1
1.584e+3, 1.449e-1
1.584e+3, 1.431e-1
1.584e+3, 1.414e-1
1.584e+3, 1.398e-1
1.584e+3, 1.383e-1
1.584e+3, 1.368e-1
1.584e+3, 1.354e-1
1.584e+3, 1.341e-1
1.585e+3, 1.328e-1
1.585e+3, 1.315e-1
1.585e+3, 1.304e-1
1.585e+3, 1.293e-1
1.585e+3, 1.283e-1
1.585e+3, 1.273e-1
1.585e+3, 1.264e-1
1.585e+3, 1.256e-1
1.585e+3, 1.248e-1
1.585e+3, 1.241e-1
1.586e+3, 1.233e-1
1.586e+3, 1.226e-1
1.586e+3, 1.219e-1
1.586e+3, 1.212e-1
1.586e+3, 1.205e-1
1.586e+3, 1.199e-1
1.586e+3, 1.192e-1
1.586e+3, 1.185e-1
1.586e+3, 1.178e-1
1.586e+3, 1.171e-1
1.587e+3, 1.163e-1
1.587e+3, 1.155e-1
1.587e+3, 1.147e-1
1.587e+3, 1.138e-1
1.587e+3, 1.129e-1
1.587e+3, 1.119e-1
1.587e+3, 1.109e-1
1.587e+3, 1.098e-1
1.587e+3, 1.086e-1
1.587e+3, 1.073e-1
1.588e+3, 1.059e-1
1.588e+3, 1.043e-1
1.588e+3, 1.025e-1
1.588e+3, 1.004e-1
1.588e+3, 9.798e-2
1.588e+3, 9.493e-2
1.588e+3, 9.103e-2
1.588e+3, 8.595e-2
1.588e+3, 7.943e-2
1.588e+3, 7.177e-2
1.589e+3, 6.365e-2
1.589e+3, 5.564e-2
1.589e+3, 4.791e-2
1.589e+3, 4.061e-2
1.589e+3, 3.377e-2
1.589e+3, 2.734e-2
1.589e+3, 2.130e-2
1.589e+3, 1.563e-2
1.589e+3, 1.025e-2
1.589e+3, 5.144e-3
1.590e+3, 2.572e-4
1.590e+3, 2.012e-1
1.590e+3, 2.026e-1
1.590e+3, 2.028e-1
1.590e+3, 2.032e-1
1.590e+3, 2.037e-1
1.590e+3, 2.043e-1
1.590e+3, 2.047e-1
1.590e+3, 2.053e-1
1.590e+3, 2.057e-1
1.591e+3, 2.062e-1
1.591e+3, 2.067e-1
1.591e+3, 2.073e-1
1.591e+3, 2.078e-1
1.591e+3, 2.083e-1
1.591e+3, 2.089e-1
1.591e+3, 2.094e-1
1.591e+3, 2.100e-1
1.591e+3, 2.105e-1
1.591e+3, 2.111e-1
1.592e+3, 2.117e-1
1.592e+3, 2.123e-1
1.592e+3, 2.129e-1
1.592e+3, 2.135e-1
1.592e+3, 2.141e-1
1.592e+3, 2.148e-1
1.592e+3, 2.154e-1
1.592e+3, 2.160e-1
1.592e+3, 2.166e-1
1.592e+3, 2.172e-1
1.593e+3, 2.179e-1
1.593e+3, 2.185e-1
1.593e+3, 2.192e-1
1.593e+3, 2.198e-1
1.593e+3, 2.205e-1
1.593e+3, 2.212e-1
1.593e+3, 2.218e-1
1.593e+3, 2.225e-1
1.593e+3, 2.232e-1
1.593e+3, 2.239e-1
1.594e+3, 2.245e-1
1.594e+3, 2.252e-1
1.594e+3, 2.259e-1
1.594e+3, 2.266e-1
1.594e+3, 2.273e-1
1.594e+3, 2.280e-1
1.594e+3, 2.287e-1
1.594e+3, 2.294e-1
1.594e+3, 2.302e-1
1.594e+3, 2.309e-1
1.595e+3, 2.316e-1
1.595e+3, 2.324e-1
1.595e+3, 2.331e-1
1.595e+3, 2.339e-1
1.595e+3, 2.346e-1
1.595e+3, 2.354e-1
1.595e+3, 2.361e-1
1.595e+3, 2.370e-1
1.595e+3, 2.378e-1
1.595e+3, 2.385e-1
1.596e+3, 2.394e-1
1.596e+3, 2.402e-1
1.596e+3, 2.409e-1
1.596e+3, 2.418e-1
1.596e+3, 2.426e-1
1.596e+3, 2.434e-1
1.596e+3, 2.443e-1
1.596e+3, 2.451e-1
1.596e+3, 2.460e-1
1.596e+3, 2.469e-1
1.597e+3, 2.478e-1
1.597e+3, 2.487e-1
1.597e+3, 2.497e-1
1.597e+3, 2.506e-1
1.597e+3, 2.516e-1
1.597e+3, 2.526e-1
1.597e+3, 2.537e-1
1.597e+3, 2.548e-1
1.597e+3, 2.559e-1
1.597e+3, 2.570e-1
1.598e+3, 2.583e-1
1.598e+3, 2.596e-1
1.598e+3, 2.609e-1
1.598e+3, 2.623e-1
1.598e+3, 2.638e-1
1.598e+3, 2.654e-1
1.598e+3, 2.671e-1
1.598e+3, 2.689e-1
1.598e+3, 2.708e-1
1.598e+3, 2.728e-1
1.599e+3, 2.749e-1
1.599e+3, 2.772e-1
1.599e+3, 2.797e-1
1.599e+3, 2.825e-1
1.599e+3, 2.854e-1
1.599e+3, 2.885e-1
1.599e+3, 2.918e-1
1.599e+3, 2.953e-1
1.599e+3, 2.989e-1
1.599e+3, 3.027e-1
1.600e+3, 3.066e-1
1.600e+3, 3.106e-1
1.600e+3, 3.147e-1
1.600e+3, 3.189e-1
1.600e+3, 3.232e-1
1.600e+3, 3.275e-1
1.600e+3, 3.319e-1
1.600e+3, 3.365e-1
1.600e+3, 3.413e-1
1.600e+3, 3.463e-1
1.601e+3, 3.516e-1
1.601e+3, 3.571e-1
1.601e+3, 3.629e-1
1.601e+3, 3.689e-1
1.601e+3, 3.751e-1
1.601e+3, 3.815e-1
1.601e+3, 3.879e-1
1.601e+3, 3.943e-1
1.601e+3, 3.682e-1
1.601e+3, 3.521e-1
1.602e+3, 3.393e-1
1.602e+3, 3.283e-1
1.602e+3, 3.185e-1
1.602e+3, 3.098e-1
1.602e+3, 3.022e-1
1.602e+3, 2.952e-1
1.602e+3, 2.889e-1
1.602e+3, 2.831e-1
1.602e+3, 2.775e-1
1.602e+3, 2.723e-1
1.603e+3, 2.671e-1
1.603e+3, 2.619e-1
1.603e+3, 2.568e-1
1.603e+3, 2.517e-1
1.603e+3, 2.465e-1
1.603e+3, 2.412e-1
1.603e+3, 2.358e-1
1.603e+3, 2.304e-1
1.603e+3, 2.250e-1
1.603e+3, 2.197e-1
1.604e+3, 2.143e-1
1.604e+3, 2.090e-1
1.604e+3, 2.038e-1
1.604e+3, 1.988e-1
1.604e+3, 1.939e-1
1.604e+3, 1.891e-1
1.604e+3, 1.845e-1
1.604e+3, 1.801e-1
1.604e+3, 1.760e-1
1.604e+3, 1.720e-1
1.605e+3, 1.683e-1
1.605e+3, 1.648e-1
1.605e+3, 1.616e-1
1.605e+3, 1.586e-1
1.605e+3, 1.558e-1
1.605e+3, 1.532e-1
1.605e+3, 1.509e-1
1.605e+3, 1.487e-1
1.605e+3, 1.467e-1
1.605e+3, 1.448e-1
1.606e+3, 1.430e-1
1.606e+3, 1.413e-1
1.606e+3, 1.397e-1
1.606e+3, 1.382e-1
1.606e+3, 1.368e-1
1.606e+3, 1.353e-1
1.606e+3, 1.340e-1
1.606e+3, 1.327e-1
1.606e+3, 1.314e-1
1.606e+3, 1.303e-1
1.607e+3, 1.292e-1
1.607e+3, 1.282e-1
1.607e+3, 1.272e-1
1.607e+3, 1.264e-1
1.607e+3, 1.255e-1
1.607e+3, 1.247e-1
1.607e+3, 1.240e-1
1.607e+3, 1.233e-1
1.607e+3, 1.226e-1
1.607e+3, 1.219e-1
1.608e+3, 1.212e-1
1.608e+3, 1.205e-1
1.608e+3, 1.198e-1
1.608e+3, 1.191e-1
1.608e+3, 1.184e-1
1.608e+3, 1.177e-1
1.608e+3, 1.170e-1
1.608e+3, 1.163e-1
1.608e+3, 1.155e-1
1.608e+3, 1.146e-1
1.609e+3, 1.137e-1
1.609e+3, 1.128e-1
1.609e+3, 1.118e-1
1.609e+3, 1.107e-1
1.609e+3, 1.097e-1
1.609e+3, 1.085e-1
1.609e+3, 1.072e-1
1.609e+3, 1.057e-1
1.609e+3, 1.041e-1
1.609e+3, 1.023e-1
1.610e+3, 1.001e-1
1.610e+3, 9.758e-2
1.610e+3, 9.442e-2
1.610e+3, 9.033e-2
1.610e+3, 8.502e-2
1.610e+3, 7.826e-2
1.610e+3, 7.047e-2
1.610e+3, 6.233e-2
1.610e+3, 5.436e-2
1.610e+3, 4.670e-2
1.611e+3, 3.950e-2
1.611e+3, 3.274e-2
1.611e+3, 2.640e-2
1.611e+3, 2.042e-2
1.611e+3, 1.481e-2
1.611e+3, 9.491e-3
1.611e+3, 4.430e-3
1.611e+3, 2.012e-1
1.611e+3, 2.026e-1
1.611e+3, 2.028e-1
1.612e+3, 2.032e-1
1.612e+3, 2.037e-1
1.612e+3, 2.042e-1
1.612e+3, 2.047e-1
1.612e+3, 2.053e-1
1.612e+3, 2.057e-1
1.612e+3, 2.062e-1
1.612e+3, 2.067e-1
1.612e+3, 2.073e-1
1.612e+3, 2.078e-1
1.613e+3, 2.084e-1
1.613e+3, 2.089e-1
1.613e+3, 2.094e-1
1.613e+3, 2.100e-1
1.613e+3, 2.106e-1
1.613e+3, 2.112e-1
1.613e+3, 2.118e-1
1.613e+3, 2.124e-1
1.613e+3, 2.130e-1
1.613e+3, 2.136e-1
1.614e+3, 2.142e-1
1.614e+3, 2.149e-1
1.614e+3, 2.155e-1
1.614e+3, 2.161e-1
1.614e+3, 2.167e-1
1.614e+3, 2.174e-1
1.614e+3, 2.180e-1
1.614e+3, 2.187e-1
1.614e+3, 2.193e-1
1.614e+3, 2.200e-1
1.615e+3, 2.207e-1
1.615e+3, 2.213e-1
1.615e+3, 2.220e-1
1.615e+3, 2.227e-1
1.615e+3, 2.234e-1
1.615e+3, 2.241e-1
1.615e+3, 2.247e-1
1.615e+3, 2.254e-1
1.615e+3, 2.261e-1
1.615e+3, 2.268e-1
1.616e+3, 2.275e-1
1.616e+3, 2.282e-1
1.616e+3, 2.290e-1
1.616e+3, 2.297e-1
1.616e+3, 2.304e-1
1.616e+3, 2.311e-1
1.616e+3, 2.319e-1
1.616e+3, 2.326e-1
1.616e+3, 2.334e-1
1.616e+3, 2.341e-1
1.617e+3, 2.349e-1
1.617e+3, 2.356e-1
1.617e+3, 2.364e-1
1.617e+3, 2.373e-1
1.617e+3, 2.381e-1
1.617e+3, 2.388e-1
1.617e+3, 2.397e-1
1.617e+3, 2.405e-1
1.617e+3, 2.413e-1
1.617e+3, 2.421e-1
1.618e+3, 2.429e-1
1.618e+3, 2.438e-1
1.618e+3, 2.446e-1
1.618e+3, 2.455e-1
1.618e+3, 2.464e-1
1.618e+3, 2.473e-1
1.618e+3, 2.482e-1
1.618e+3, 2.491e-1
1.618e+3, 2.501e-1
1.618e+3, 2.511e-1
1.619e+3, 2.521e-1
1.619e+3, 2.531e-1
1.619e+3, 2.542e-1
1.619e+3, 2.553e-1
1.619e+3, 2.564e-1
1.619e+3, 2.576e-1
1.619e+3, 2.589e-1
1.619e+3, 2.602e-1
1.619e+3, 2.616e-1
1.619e+3, 2.630e-1
1.620e+3, 2.646e-1
1.620e+3, 2.662e-1
1.620e+3, 2.679e-1
1.620e+3, 2.698e-1
1.620e+3, 2.717e-1
1.620e+3, 2.739e-1
1.620e+3, 2.760e-1
1.620e+3, 2.784e-1
1.620e+3, 2.811e-1
1.620e+3, 2.839e-1
1.621e+3, 2.869e-1
1.621e+3, 2.902e-1
1.621e+3, 2.936e-1
1.621e+3, 2.971e-1
1.621e+3, 3.008e-1
1.621e+3, 3.047e-1
1.621e+3, 3.086e-1
1.621e+3, 3.127e-1
1.621e+3, 3.169e-1
1.621e+3, 3.211e-1
1.622e+3, 3.254e-1
1.622e+3, 3.297e-1
1.622e+3, 3.342e-1
1.622e+3, 3.389e-1
1.622e+3, 3.438e-1
1.622e+3, 3.490e-1
1.622e+3, 3.544e-1
1.622e+3, 3.600e-1
1.622e+3, 3.660e-1
1.622e+3, 3.721e-1
1.623e+3, 3.784e-1
1.623e+3, 3.848e-1
1.623e+3, 3.912e-1
1.623e+3, 3.977e-1
1.623e+3, 3.683e-1
1.623e+3, 3.521e-1
1.623e+3, 3.394e-1
1.623e+3, 3.283e-1
1.623e+3, 3.185e-1
1.623e+3, 3.099e-1
1.624e+3, 3.022e-1
1.624e+3, 2.953e-1
1.624e+3, 2.889e-1
1.624e+3, 2.831e-1
1.624e+3, 2.775e-1
1.624e+3, 2.723e-1
1.624e+3, 2.671e-1
1.624e+3, 2.619e-1
1.624e+3, 2.568e-1
1.624e+3, 2.517e-1
1.625e+3, 2.465e-1
1.625e+3, 2.412e-1
1.625e+3, 2.358e-1
1.625e+3, 2.304e-1
1.625e+3, 2.251e-1
1.625e+3, 2.197e-1
1.625e+3, 2.144e-1
1.625e+3, 2.091e-1
1.625e+3, 2.039e-1
1.625e+3, 1.988e-1
1.626e+3, 1.939e-1
1.626e+3, 1.891e-1
1.626e+3, 1.845e-1
1.626e+3, 1.801e-1
1.626e+3, 1.760e-1
1.626e+3, 1.720e-1
1.626e+3, 1.683e-1
1.626e+3, 1.648e-1
1.626e+3, 1.616e-1
1.626e+3, 1.585e-1
1.627e+3, 1.557e-1
1.627e+3, 1.532e-1
1.627e+3, 1.508e-1
1.627e+3, 1.487e-1
1.627e+3, 1.466e-1
1.627e+3, 1.447e-1
1.627e+3, 1.430e-1
1.627e+3, 1.413e-1
1.627e+3, 1.397e-1
1.627e+3, 1.382e-1
1.628e+3, 1.367e-1
1.628e+3, 1.353e-1
1.628e+3, 1.339e-1
1.628e+3, 1.326e-1
1.628e+3, 1.314e-1
1.628e+3, 1.302e-1
1.628e+3, 1.292e-1
1.628e+3, 1.281e-1
1.628e+3, 1.272e-1
1.628e+3, 1.263e-1
1.629e+3, 1.255e-1
1.629e+3, 1.247e-1
1.629e+3, 1.239e-1
1.629e+3, 1.232e-1
1.629e+3, 1.225e-1
1.629e+3, 1.218e-1
1.629e+3, 1.211e-1
1.629e+3, 1.204e-1
1.629e+3, 1.197e-1
1.629e+3, 1.190e-1
1.630e+3, 1.183e-1
1.630e+3, 1.177e-1
1.630e+3, 1.169e-1
1.630e+3, 1.162e-1
1.630e+3, 1.154e-1
1.630e+3, 1.145e-1
1.630e+3, 1.136e-1
1.630e+3, 1.127e-1
1.630e+3, 1.117e-1
1.630e+3, 1.106e-1
1.631e+3, 1.096e-1
1.631e+3, 1.083e-1
1.631e+3, 1.070e-1
1.631e+3, 1.056e-1
1.631e+3, 1.040e-1
1.631e+3, 1.021e-1
1.631e+3, 9.993e-2
1.631e+3, 9.736e-2
1.631e+3, 9.415e-2
1.631e+3, 8.999e-2
1.632e+3, 8.459e-2
1.632e+3, 7.774e-2
1.632e+3, 6.992e-2
1.632e+3, 6.179e-2
1.632e+3, 5.385e-2
1.632e+3, 4.622e-2
1.632e+3, 3.906e-2
1.632e+3, 3.233e-2
1.632e+3, 2.603e-2
1.632e+3, 2.009e-2
1.633e+3, 1.452e-2
1.633e+3, 9.226e-3
1.633e+3, 4.195e-3
1.633e+3, 2.012e-1
1.633e+3, 2.025e-1
1.633e+3, 2.027e-1
1.633e+3, 2.032e-1
1.633e+3, 2.037e-1
1.633e+3, 2.042e-1
1.633e+3, 2.047e-1
1.634e+3, 2.052e-1
1.634e+3, 2.057e-1
1.634e+3, 2.062e-1
1.634e+3, 2.067e-1
1.634e+3, 2.073e-1
1.634e+3, 2.078e-1
1.634e+3, 2.083e-1
1.634e+3, 2.089e-1
1.634e+3, 2.094e-1
1.634e+3, 2.100e-1
1.635e+3, 2.106e-1
1.635e+3, 2.112e-1
1.635e+3, 2.118e-1
1.635e+3, 2.123e-1
1.635e+3, 2.130e-1
1.635e+3, 2.136e-1
1.635e+3, 2.142e-1
1.635e+3, 2.148e-1
1.635e+3, 2.155e-1
1.635e+3, 2.161e-1
1.636e+3, 2.167e-1
1.636e+3, 2.173e-1
1.636e+3, 2.180e-1
1.636e+3, 2.186e-1
1.636e+3, 2.193e-1
1.636e+3, 2.200e-1
1.636e+3, 2.206e-1
1.636e+3, 2.213e-1
1.636e+3, 2.220e-1
